,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,כמות המופעים של המילה לאורך השנים
outperforming,0,0,1,2,2,1,0,1,0,1,4,1,1,1,0,0,2,7,4,8,7,6,9,19,20,14,18,20,15,16
outperforms,0,2,0,4,9,5,11,12,7,17,14,13,16,10,8,31,49,47,63,66,97,113,147,208,198,273,235,308,285,27
output,802,687,690,743,895,696,770,877,743,673,448,424,337,309,247,353,418,439,440,339,419,447,510,527,602,740,646,850,1300,29
outputs,155,115,137,150,170,142,187,215,162,162,141,123,106,84,55,142,114,114,111,91,91,131,115,173,172,204,166,201,326,29
outside,17,12,15,20,18,25,31,11,15,30,13,29,30,36,23,46,50,46,37,37,41,60,63,64,56,81,61,100,92,29
outstanding,1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,1,3,0,1,3,2,2,1,2,5,3,2,14,6,11
outward,5,0,1,4,2,1,4,1,1,1,0,1,3,0,0,9,3,1,2,8,2,2,1,2,4,0,1,2,1,14
ova,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,25,1,0,2,3
overall,71,44,49,55,49,46,50,58,72,48,65,73,46,53,46,52,90,127,84,126,143,132,198,222,230,220,237,281,210,29
overcome,11,5,6,8,13,10,11,10,13,20,18,12,13,20,8,17,19,23,32,29,37,34,34,44,41,63,46,63,73,29
overcomes,0,2,0,1,5,2,0,3,0,6,0,1,3,2,1,2,6,10,5,6,9,12,3,8,7,8,8,9,3,21
overcoming,0,1,1,1,3,2,1,4,3,1,3,3,2,0,1,4,3,3,2,1,4,2,3,6,5,5,4,7,3,20
overcomplete,0,0,0,0,0,0,0,0,0,0,46,13,14,23,1,30,12,15,14,37,32,18,17,28,74,76,49,17,16,18
overestimate,0,4,0,0,0,2,5,2,0,1,3,1,5,0,1,5,5,6,1,5,2,6,4,4,5,4,6,2,5,19
overestimates,0,0,0,1,0,1,0,2,2,0,1,0,3,2,0,3,2,3,0,3,1,3,6,5,3,1,4,5,4,15
overfit,0,0,0,1,3,1,2,4,2,6,3,5,6,8,1,5,4,7,4,9,14,8,11,10,11,16,6,25,18,23
overfitting,0,0,10,12,26,28,17,28,51,31,16,35,44,41,5,25,23,40,44,36,37,56,53,49,37,93,61,77,130,27
overhead,5,2,28,5,11,0,9,5,11,0,3,4,3,2,5,7,8,5,4,26,20,15,8,15,20,18,42,49,62,27
overlaid,0,0,1,0,3,7,1,1,1,0,0,0,7,2,0,0,0,2,4,6,2,8,1,9,6,2,6,7,9,15
overlap,96,23,28,52,14,31,19,29,42,39,28,28,27,43,10,14,36,89,46,38,53,67,55,100,142,87,74,129,71,29
overlapped,3,6,1,1,0,0,0,1,2,2,0,0,0,1,2,1,3,0,1,5,8,2,1,7,11,16,48,33,7,15
overlapping,60,14,11,16,23,19,26,28,33,19,19,13,31,35,10,15,20,78,41,54,31,45,40,107,127,80,133,124,96,29
overlaps,11,0,2,6,1,4,6,5,39,30,21,7,5,7,1,1,4,6,4,2,1,7,3,11,22,11,18,16,10,24
overload,2,0,2,1,0,0,0,0,1,3,0,5,0,0,1,1,2,0,0,2,0,1,5,4,3,6,1,4,9,12
overly,0,1,2,1,3,2,1,2,0,3,1,1,1,2,3,3,6,3,10,17,9,10,14,16,9,15,13,16,16,21
overt,0,1,0,1,2,0,0,1,1,1,0,0,2,0,0,0,1,6,7,9,5,6,1,0,3,10,3,1,0,10
overtraining,0,0,12,10,3,9,2,4,12,2,10,0,4,2,2,0,0,1,0,0,0,0,0,1,0,0,3,0,0,13
overview,3,8,9,14,12,4,13,12,17,16,5,12,8,8,9,13,18,24,18,22,19,29,36,49,35,67,48,63,56,29
overwhelming,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,3,1,4,2,3,3,2,4,11,6,6,5,11
owing,1,2,3,1,4,1,3,1,5,1,4,2,0,1,1,3,4,2,1,8,5,7,9,5,14,11,5,15,15,20
owl,1,15,18,2,2,0,55,21,9,2,2,4,3,0,2,1,19,0,0,0,53,16,0,2,2,7,1,9,16,20
owls,0,5,6,0,0,0,28,10,3,0,0,0,2,0,0,0,10,0,0,0,32,1,0,1,0,0,0,0,0,8
ownership,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,3,4,3,4,9,1,38,5,1,0,1,3,11
oxford,4,7,5,15,10,11,15,8,12,16,20,25,13,17,13,34,21,25,20,24,24,29,36,30,35,51,50,38,52,29
pac,0,1,1,19,13,9,14,11,28,4,26,3,37,39,5,25,34,28,23,133,42,58,39,69,82,86,166,98,155,26
pace,6,3,0,2,1,0,1,1,0,1,0,0,0,0,1,0,1,2,2,0,2,0,2,0,29,3,3,4,5,12
paced,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,4,4,1,1,51,2,13,4,17,0,10
pacific,0,1,0,0,3,3,1,1,0,0,2,3,2,0,1,6,4,1,3,8,3,4,6,8,6,7,8,10,8,18
pack,1,0,0,1,1,0,0,6,1,1,0,2,0,1,1,2,5,1,0,1,1,1,0,2,4,3,6,4,6,10
package,1,4,1,0,2,3,5,5,3,3,4,3,5,2,2,10,10,5,9,14,11,13,19,26,32,38,39,35,40,26
packages,1,0,0,2,0,1,0,0,0,1,2,2,10,2,1,2,2,2,4,4,9,7,6,3,7,3,5,9,17,19
packet,1,2,1,0,2,0,19,0,8,15,0,8,24,0,57,3,8,25,3,1,1,0,1,2,0,2,14,7,5,17
packets,1,5,1,1,2,1,9,0,18,27,0,6,24,0,58,4,22,9,3,0,1,1,0,1,2,0,10,3,0,15
packing,6,0,0,0,0,0,0,0,2,5,1,0,9,0,0,10,0,3,10,9,15,11,29,16,11,2,16,9,4,17
pact,1,0,0,1,0,0,0,1,1,0,39,0,2,1,1,0,1,0,0,5,2,1,3,3,2,3,1,1,0,8
pad,2,0,1,4,0,10,6,1,4,1,0,0,4,3,0,1,0,3,1,0,9,0,3,1,1,2,0,1,7,12
padding,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,7,1,1,1,1,0,1,2,2,4,12,18,9
page,4,1,4,2,14,5,6,7,5,2,12,8,9,11,50,13,85,40,19,34,52,93,64,95,67,65,59,59,58,28
pagerank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,12,1,0,13,3,1,23,7,15,51,23,9,20,11
pages,1,20,31,45,70,105,85,91,121,80,106,112,134,171,181,224,265,342,252,375,401,497,752,1004,950,1222,1186,1685,1882,28
pai,1,0,2,0,2,1,2,0,1,2,0,1,5,0,0,1,13,0,7,0,3,5,17,8,5,14,7,9,26,16
paid,5,1,1,1,5,4,2,1,5,3,5,1,4,3,2,2,12,4,4,8,2,7,7,4,11,8,5,11,18,24
pain,0,1,0,16,3,0,0,2,0,1,0,2,0,0,0,0,0,26,0,0,0,1,1,4,4,9,1,3,0,9
pair,32,36,38,44,62,56,47,54,70,54,62,78,75,63,65,127,113,197,169,170,239,241,259,337,311,428,309,417,379,29
paired,2,7,3,4,4,5,9,3,7,2,15,16,10,5,10,13,14,24,20,9,26,16,26,32,30,34,18,27,33,29
pairing,1,7,0,40,3,2,3,1,3,0,0,4,33,0,3,3,1,3,6,3,6,5,1,5,22,4,2,4,3,21
pairings,0,0,2,3,1,1,0,0,2,1,2,7,3,4,1,0,6,6,9,2,6,5,0,3,3,3,0,3,1,17
pairs,36,27,36,68,59,59,57,62,86,70,75,85,84,58,68,137,98,201,181,169,337,297,303,284,364,455,318,471,326,29
pairwise,3,3,2,2,4,17,21,29,9,15,67,58,12,36,20,96,151,103,79,125,157,173,202,185,349,359,295,488,304,29
paisley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,11,15,18,20,6
pal,3,1,1,0,0,0,0,5,4,1,12,0,2,1,1,0,0,0,1,2,1,6,4,5,8,3,6,4,3,14
palm,1,0,0,0,0,17,0,0,3,2,9,0,2,0,2,3,0,2,0,1,0,0,0,0,3,4,3,1,1,11
palmer,3,3,7,1,4,6,12,3,5,8,7,9,3,5,3,2,2,3,5,2,3,8,3,4,9,18,9,4,16,28
palo,2,3,7,10,5,1,6,4,2,3,0,2,1,0,0,1,1,3,3,0,1,0,2,3,1,1,2,3,2,17
pami,7,14,2,0,6,2,5,3,5,11,14,17,5,6,4,15,11,18,17,21,17,22,25,35,56,43,27,57,34,28
pan,0,0,0,0,6,3,2,14,1,0,44,0,1,0,0,0,3,3,1,0,1,0,12,4,4,7,20,11,19,14
panel,3,2,11,19,7,6,22,16,56,25,19,38,35,31,26,57,67,57,108,108,117,151,86,94,76,113,136,94,113,29
panels,0,1,2,0,1,0,0,2,5,4,3,12,3,8,9,13,18,17,43,20,38,25,20,21,30,46,34,11,38,23
paninski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,11,9,11,7,12,7,38,23,34,30,24,14
papadimitriou,2,0,0,1,0,0,1,0,0,7,0,2,0,0,0,2,1,3,0,3,6,1,3,5,2,3,4,3,4,14
paper,174,148,138,199,232,221,259,333,346,332,291,347,342,290,254,388,547,561,614,667,659,761,878,1014,1018,1205,1225,1332,1398,29
papers,4,9,7,9,12,4,7,8,14,7,6,9,10,14,5,15,13,40,26,38,65,28,51,67,51,68,93,84,100,29
par,4,4,3,9,10,11,7,5,9,7,7,8,6,3,1,5,15,1,5,17,19,32,19,22,32,48,42,49,28,27
para,1,3,0,0,2,0,3,1,0,0,4,1,3,0,0,1,0,2,2,3,7,1,3,4,5,7,9,4,2,16
paradigm,22,32,19,10,27,40,20,39,15,12,24,19,41,20,15,28,17,31,45,45,40,57,31,40,33,50,40,50,42,29
paradigms,8,8,2,12,8,7,2,10,3,3,7,6,7,5,6,3,5,4,10,6,10,15,13,15,4,12,11,6,12,29
paragraph,4,0,0,3,1,2,0,4,1,2,2,2,0,3,2,1,4,5,1,4,11,7,7,4,9,11,7,16,27,21
paragraphs,3,1,1,0,0,1,1,0,0,0,3,0,1,3,0,0,1,1,0,1,4,0,10,2,0,6,5,5,6,10
parallel,249,148,167,171,173,110,143,103,136,67,105,75,74,42,27,52,70,54,81,64,105,111,186,95,239,176,326,497,417,29
parallelism,10,6,17,11,5,4,11,1,15,2,2,1,1,0,1,0,1,1,0,1,2,2,2,3,11,28,22,73,27,19
parallelizable,0,7,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,2,3,2,4,4,0,3,9,23,28,5,13
parallelization,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,5,0,7,7,4,16,13,11,28,22,34,13,12
parallelize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,3,4,0,3,10,14,27,7,9
parallelized,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,2,5,8,5,13,7,11,17,31,41,28,12
parallelizing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,1,3,1,5,8,13,23,19,8
parallels,0,3,1,0,2,2,0,1,1,0,1,0,1,2,0,2,4,8,9,3,3,2,8,5,2,6,6,6,7,18
param,4,2,4,6,7,5,5,8,10,6,3,16,19,0,5,6,2,2,2,16,26,25,22,14,13,27,34,46,9,28
paramagnetic,0,0,0,0,0,0,3,0,20,0,6,2,12,0,0,3,0,18,0,0,0,0,0,0,1,0,0,6,6,9
parame,1,0,1,5,2,2,2,3,6,2,1,5,6,1,4,4,0,1,0,12,14,6,11,12,12,13,29,27,1,20
parameter,76,106,118,122,209,183,205,184,290,237,251,329,317,216,176,385,470,449,594,557,629,730,978,1027,1049,1447,1303,1496,1434,29
parameterisation,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,2,1,1,2,1,2,0,0,3,9,20,2,4,10
parameterised,0,0,1,0,2,0,0,2,2,1,3,0,2,1,1,4,3,2,6,1,6,5,1,0,0,3,1,8,15,14
parameterization,0,0,1,1,2,10,2,5,5,9,8,13,16,11,10,20,19,17,37,21,17,9,15,76,29,25,32,52,66,25
parameterizations,0,0,1,0,1,2,0,2,5,0,0,4,1,1,2,4,2,4,6,11,5,1,7,15,3,4,3,10,15,18
parameterize,0,0,2,0,0,2,1,2,2,6,1,5,1,2,2,10,9,9,5,13,11,3,12,11,11,17,1,13,21,21
parameterized,0,1,5,3,18,13,8,28,40,21,9,15,34,18,35,22,28,37,45,61,60,43,67,94,60,101,94,88,97,27
parameterizing,1,0,1,0,0,1,0,0,3,2,0,0,0,0,1,2,7,1,2,4,1,1,6,6,2,7,2,4,6,13
parameters,122,143,267,282,352,336,392,342,459,441,436,594,604,425,288,628,636,711,803,982,970,970,1250,1468,1541,1715,1848,2035,2059,29
parametric,4,10,6,12,20,11,24,13,44,31,33,59,33,23,25,63,84,99,141,131,149,87,191,191,182,297,229,226,205,29
parametrization,0,0,0,0,1,6,0,1,0,5,1,0,1,4,2,13,5,3,4,3,14,17,7,8,20,12,11,28,45,18
parametrize,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,0,3,1,0,3,1,4,4,6,5,14,11,9
parametrized,1,1,0,1,8,7,8,5,13,6,7,12,9,1,1,6,10,8,3,6,15,19,20,28,20,39,32,34,37,23
paraphrase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,4,10,15,4
pare,2,0,0,1,3,2,1,1,1,1,3,1,2,1,0,0,0,0,1,0,2,5,3,7,4,4,8,7,0,13
pared,0,2,1,3,0,1,3,0,2,6,5,6,3,3,2,0,1,0,0,4,5,6,5,9,10,9,7,6,0,19
parent,0,4,9,5,7,20,16,2,12,2,11,29,46,29,8,42,23,54,47,55,70,111,42,59,87,118,76,110,143,28
parentheses,3,2,5,2,4,1,5,0,3,4,2,3,0,1,2,2,5,5,3,3,5,9,17,7,14,12,21,15,10,25
parenthesis,0,0,3,2,0,5,2,0,1,1,1,4,2,0,1,3,3,4,1,4,4,1,1,3,3,2,13,10,6,17
parents,0,10,2,1,1,2,3,1,12,14,13,19,35,34,15,49,28,17,19,15,34,24,11,43,25,57,55,38,93,25
pareto,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,4,0,17,0,0,17,0,14,89,26,43,19,10
parietal,0,2,1,1,15,14,0,50,25,6,7,4,2,44,0,0,2,5,1,3,14,4,14,22,6,16,4,5,4,22
parikh,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,16,17,22,21,7
paris,8,7,6,13,6,11,5,10,4,3,6,4,2,1,1,1,12,12,19,7,15,20,20,25,28,49,35,36,39,26
parisi,1,1,0,0,0,6,2,2,2,14,1,6,3,2,1,5,3,3,2,0,2,1,1,3,1,1,1,4,2,16
parison,0,2,1,0,0,2,3,1,0,2,3,1,2,0,3,1,0,0,0,2,5,2,5,6,4,6,6,5,0,16
parity,5,36,30,35,24,32,17,18,9,9,35,0,28,12,4,1,5,16,21,10,4,6,14,0,18,4,30,26,17,26
park,5,1,4,11,10,8,12,8,5,12,13,18,12,8,7,10,13,10,3,5,3,11,13,25,21,35,40,37,39,28
parker,7,12,2,5,8,3,5,2,0,0,4,0,1,0,3,4,3,0,1,0,1,1,1,0,2,0,3,0,1,14
parkinsons,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,6,10,10,0,20,6
parr,0,0,0,0,0,0,0,0,0,0,8,15,16,11,13,0,7,6,7,2,3,12,5,30,12,17,19,10,5,18
parra,0,0,0,0,0,0,0,0,11,11,3,2,12,5,0,1,1,5,2,2,6,1,2,0,0,0,1,0,0,11
parrilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,8,15,23,20,7
parse,0,34,5,5,10,9,1,3,31,0,0,2,20,1,42,27,8,25,10,50,20,41,13,8,40,48,6,44,36,24
parsec,0,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
parsed,1,1,0,2,2,2,0,0,0,1,1,0,0,0,4,0,0,5,2,6,7,7,3,1,1,1,1,5,7,12
parser,0,8,9,3,14,1,0,0,0,0,0,0,0,1,6,28,2,3,0,19,5,9,9,1,4,31,0,14,18,16
parsers,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,15,0,0,0,8,4,4,3,0,1,4,2,5,23,11
parses,0,2,0,0,7,0,0,1,0,0,1,1,0,0,24,10,5,3,0,10,5,2,0,5,1,0,1,3,5,12
parsimonious,0,1,1,2,9,6,3,0,3,1,1,3,9,0,3,2,2,0,10,1,6,11,5,6,8,11,18,8,12,20
parsing,0,14,31,4,43,2,7,4,1,2,0,0,1,10,35,41,11,12,10,64,53,84,56,17,34,103,29,45,89,24
part,102,84,67,126,150,134,136,137,157,148,84,171,122,99,84,134,199,230,267,367,288,308,305,338,512,546,460,621,475,29
partha,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,3,1,4,4,3,5,3,6,5,1,0,3,5,12
parti,1,0,0,1,2,0,14,1,1,2,0,36,1,1,0,0,1,0,1,4,2,6,6,4,2,9,5,11,1,13
partial,18,29,25,31,29,28,36,50,30,18,65,43,29,45,75,78,42,93,65,97,177,128,104,124,148,319,168,375,318,29
partially,10,9,9,12,21,25,29,37,30,29,41,57,65,43,21,34,75,85,49,79,101,129,102,146,122,168,144,194,161,29
partic,3,0,1,0,3,1,3,2,3,4,2,6,1,2,1,1,0,0,0,4,5,5,7,6,7,12,8,17,0,18
participant,0,0,0,1,0,0,0,0,0,0,4,0,0,0,5,0,5,2,11,0,9,25,35,25,39,21,7,17,31,14
participants,0,0,0,0,1,1,0,0,0,0,13,0,1,3,36,7,9,30,30,4,38,77,188,96,189,83,40,72,77,17
participate,6,2,3,3,7,2,0,1,2,3,3,3,0,7,1,4,7,9,9,7,0,4,0,5,6,4,4,7,13,23
participated,0,0,0,0,1,1,1,1,1,0,1,1,2,1,4,0,2,2,5,5,7,4,6,3,7,3,4,3,1,14
participating,2,0,0,1,1,0,2,0,0,5,1,1,0,0,2,0,2,3,7,3,4,2,2,6,6,3,9,7,1,16
particle,6,1,0,5,1,1,13,1,18,5,0,12,13,73,21,55,94,27,100,62,58,98,72,67,54,160,96,193,138,23
particles,5,1,0,3,0,2,2,2,7,1,0,14,11,41,12,1,32,8,61,29,42,76,53,46,24,120,40,157,85,23
particu,1,2,3,4,1,3,3,0,2,0,5,2,3,0,0,0,1,0,0,1,1,2,5,1,2,3,8,5,1,15
particular,177,127,134,183,185,146,203,202,170,182,218,193,209,203,128,321,358,415,356,360,388,515,602,666,667,845,811,843,855,29
particularly,30,22,25,26,31,29,29,34,41,30,30,33,31,40,15,58,61,61,69,81,91,103,111,133,125,151,145,165,180,29
parties,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,10,15,0,0,62,0,6,4,9,32,8
partition,10,14,5,17,32,20,46,22,46,55,58,63,48,55,32,63,151,97,170,241,176,223,235,351,388,592,337,565,554,29
partitioned,10,7,7,8,9,5,9,5,16,17,4,13,8,4,3,11,15,20,13,20,11,21,28,27,31,57,29,50,46,29
partitioning,9,4,3,10,15,18,26,9,21,18,6,32,15,18,20,26,37,42,46,51,40,79,59,100,64,123,100,127,188,29
partitionings,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,4,0,0,1,7,1,1,5,3,32,1,0,6
partitions,0,4,1,14,10,2,19,0,14,20,16,44,13,4,4,42,59,30,48,100,77,120,73,104,93,145,99,122,97,26
partly,12,2,5,6,3,3,4,5,4,4,5,4,5,6,8,7,9,9,24,18,10,9,13,22,12,19,12,46,22,29
parts,28,30,24,25,35,70,68,66,64,50,43,66,49,42,67,56,137,157,154,215,91,120,121,166,203,313,129,205,128,29
party,0,2,7,0,3,0,1,3,1,1,2,0,2,0,2,1,8,2,5,7,31,2,8,26,0,20,17,24,82,19
parzen,0,3,0,7,2,7,2,5,19,3,6,13,10,13,9,41,2,29,43,31,26,9,17,8,20,14,4,6,9,27
pas,0,2,0,0,1,1,2,2,0,1,1,0,1,0,0,0,1,0,0,1,0,1,2,2,11,15,2,8,6,10
pasadena,12,13,20,19,17,20,16,11,10,7,17,8,10,0,4,2,4,7,3,3,6,4,1,3,1,5,0,3,0,24
pascal,0,0,0,0,0,1,2,0,2,0,0,0,0,1,1,1,3,20,24,25,18,16,47,50,121,94,50,99,128,15
pascanu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,36,38,4
pass,52,33,43,48,40,37,45,15,53,82,56,33,52,10,20,24,77,37,67,95,89,73,84,98,86,86,166,136,159,29
passage,1,0,1,0,1,14,3,1,4,1,6,0,0,3,2,4,0,3,1,10,4,1,0,1,6,1,11,7,7,14
passed,22,11,9,22,14,16,12,17,23,8,15,8,14,13,4,9,14,14,17,13,16,22,12,23,27,16,13,20,27,29
passenger,0,0,0,0,0,0,0,0,12,0,0,3,20,7,0,1,2,0,0,0,0,17,0,0,0,3,0,0,1,7
passes,10,10,22,18,25,24,24,6,24,9,2,6,6,9,3,13,8,8,14,22,18,15,22,18,49,46,138,35,86,29
passing,20,7,4,8,8,12,7,10,13,7,5,5,14,10,17,54,46,19,61,39,74,84,89,97,127,142,144,239,118,29
passive,13,15,13,14,14,3,14,28,6,2,2,4,5,1,2,7,13,2,73,6,2,59,40,82,34,48,68,38,40,28
past,54,21,20,57,27,9,31,39,40,23,33,27,54,22,25,34,44,54,55,45,75,85,63,126,99,140,106,131,144,29
pat,11,18,9,8,9,15,12,15,9,6,15,3,6,1,2,5,0,2,9,7,6,12,13,6,3,8,7,9,6,27
patch,22,2,18,20,27,4,2,33,44,26,20,15,31,5,8,41,38,99,70,185,89,48,92,106,75,162,125,160,113,29
patches,15,6,17,24,16,2,5,32,26,16,9,23,18,20,7,43,33,163,95,261,139,84,132,150,160,212,209,212,87,29
patent,0,0,0,1,1,3,1,0,2,2,3,1,0,1,0,1,0,0,0,2,0,0,21,2,0,1,2,0,9,9
path,95,42,22,76,90,63,54,56,124,76,72,136,49,35,50,58,175,192,123,159,179,197,206,272,180,296,487,230,493,29
pathological,0,0,2,2,4,3,1,8,0,1,2,1,2,4,0,2,2,0,0,1,1,4,4,5,4,6,6,8,9,18
paths,53,18,4,9,28,11,36,13,63,25,30,48,23,18,17,26,65,70,31,55,77,39,53,78,82,104,162,96,179,29
pathway,12,22,24,3,14,42,11,17,34,23,58,10,1,2,26,5,14,62,35,12,9,26,9,9,9,27,5,15,37,28
pathways,18,13,13,22,18,30,3,9,14,14,42,3,1,2,5,2,7,17,6,18,0,8,6,14,23,27,8,19,15,27
patient,4,0,19,2,9,1,6,35,13,15,10,7,0,2,13,3,5,29,4,18,8,18,12,69,73,105,13,24,33,26
patients,11,0,5,6,18,4,2,48,49,13,24,5,0,14,6,6,11,47,6,12,24,28,21,139,98,127,22,55,87,27
patrick,0,2,2,3,2,1,3,0,1,0,2,1,2,0,1,2,3,1,4,5,3,3,3,3,6,10,21,9,27,20
pattern,447,403,324,408,407,265,269,361,194,259,377,254,209,238,82,245,321,308,187,189,209,259,406,350,315,412,434,395,246,29
patterned,17,4,1,1,0,4,1,8,2,0,0,0,0,1,0,0,1,1,2,0,1,2,1,1,1,0,1,2,0,8
patterns,412,352,276,335,277,337,318,313,194,191,266,165,204,172,63,203,310,237,156,152,187,159,218,228,134,279,323,210,183,29
patterson,3,0,0,2,0,1,0,4,8,0,1,0,1,1,2,0,0,1,2,1,2,1,1,4,1,1,2,8,5,11
paul,4,9,7,9,15,6,7,24,12,10,14,5,9,7,3,3,10,6,5,12,14,4,9,12,12,34,27,39,28,29
pavlovian,0,4,1,2,1,1,0,0,0,0,4,0,0,2,21,2,3,2,2,1,3,2,0,0,7,0,0,0,0,12
pawelzik,0,0,0,0,6,12,0,0,0,3,7,1,0,1,0,5,0,0,3,0,0,1,1,5,1,4,3,2,1,10
pay,2,0,3,0,3,3,0,18,2,3,2,3,1,4,4,3,6,4,9,12,6,7,10,16,14,14,30,23,31,25
payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,11,0,1,0,1,1,1,4,2,12,0,69,6
payoff,1,0,17,0,9,0,1,6,0,8,9,20,1,1,4,11,38,46,3,59,33,51,29,14,78,62,52,30,40,21
payoffs,0,0,2,0,1,0,0,4,1,2,8,2,0,0,2,1,31,20,3,23,4,20,5,14,21,8,23,13,21,19
payout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,1,2,0,29,4
pays,1,0,0,0,0,0,1,0,0,2,2,1,4,0,2,2,3,3,0,8,2,7,6,11,8,9,8,6,19,17
pbayes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,41,0,0,0,0,0,0,0,0,2
pca,2,1,0,9,4,20,87,88,19,63,76,211,77,162,52,104,217,192,133,291,176,284,195,177,246,367,536,387,363,27
pcc,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,3,10,0,4,22,0,8,1,5,9
pcca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1
pcd,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,2,32,5,28,7
pci,0,0,0,0,0,2,1,0,0,3,3,9,18,0,0,0,8,9,18,6,4,8,2,6,14,4,11,0,16,17
pcp,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,1,1,22,23,39,5
pcs,0,0,0,0,20,0,1,1,5,5,0,0,1,0,0,2,4,2,13,8,1,1,4,4,17,20,36,1,4,14
pcsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1
pct,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,6,0,1,0,21,2,1,0,0,14,5
pda,0,0,0,0,0,9,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,38,1,7,17,5
pddp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,13,2
pde,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,9,0,2,12,0,0,5,1,6,1,4,14,10
pdf,4,3,7,0,19,1,0,6,10,3,21,35,2,6,27,13,36,34,13,12,12,14,22,41,27,24,29,31,20,26
pdfs,0,0,19,0,7,1,0,2,1,4,21,24,1,2,8,12,8,5,4,3,0,3,6,11,0,6,32,5,2,20
pdhg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,49,4
pdmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1
pdp,18,10,8,8,20,8,5,5,2,2,2,1,2,2,1,0,2,0,0,0,1,3,0,0,2,0,3,2,0,18
pds,0,0,1,0,12,0,0,0,0,0,0,5,0,0,0,0,1,0,7,1,0,0,40,1,4,5,2,0,2,8
pea,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,10,4
peak,55,34,32,41,56,66,41,44,52,38,29,41,28,25,58,29,31,27,45,43,65,37,41,33,48,53,19,30,24,29
peaked,2,4,1,6,0,17,2,3,2,11,1,6,6,10,6,15,3,12,6,8,14,9,13,12,7,8,3,5,10,26
peaks,9,8,6,15,26,27,17,13,20,23,14,8,8,5,6,15,15,29,29,33,18,25,17,20,9,27,26,8,26,29
pearl,0,1,1,0,6,5,8,2,5,13,10,10,16,14,10,7,10,10,4,9,15,10,10,20,10,12,26,43,21,25
